"ID","Nombre completo","Fecha de nacimiento","Direccion","Localidad y Codigo postal","Telefono","Correo electronico","Fecha de alta","Grupo de clientes"
"C0851","Hernando del Nieto",1975-09-16,"8438 Joy Ridge Drive","Bronx; NY 10457","(811) 765-3302","webdragon@msn.com",2019-08-03 07:39:49,"E"
"C0852","Silvio Vilanova Amador",1986-10-15,"9656 Beaver Ridge St.","New York; NY 10032","(403) 928-7118","matthijs@me.com",2021-05-06 01:49:20,"E"
"C0853","Damian Andrade",1980-10-30,"106 Market Ave.","New York; NY 10040","(607) 905-6893","kidehen@msn.com",2009-01-20 04:46:50,"A"
"C0854","Patricio Velasco",1983-09-28,"8615 W. Pine Lane","Staten Island; NY 10314","(384) 958-4888","rjones@yahoo.com",2021-05-10 12:02:52,"E"
"C0855","Antonio Mendizabal Sevillano",1983-05-01,"9323 E. Old York St.","North Tonawanda; NY 14120","(324) 284-9902","zavadsky@yahoo.ca",2016-11-01 12:52:16,"C"
"C0856","Aitana Escudero Hidalgo",1982-07-08,"8819 Oak Ave.","New York; NY 10016","(836) 752-4390","jaesenj@icloud.com",2012-05-20 20:33:03,"A"
"C0857","Magdalena Castell Rey",1975-01-27,"9910 Essex St.","Brooklyn; NY 11234","(574) 870-1271","smcnabb@mac.com",2011-07-31 01:30:56,"B"
"C0858","Baltasar del Giner",1978-08-28,"142 Windfall St.","Rochester; NY 14609","(422) 535-5367","sagal@outlook.com",2020-10-01 06:34:12,"E"
"C0859","Martirio Samper Tena",1998-07-07,"9809 Gates Street","Bronx; NY 10468","(415) 828-3663","dwendlan@gmail.com",2005-07-21 02:35:06,"B"
"C0860","Arsenio Haro Ledesma",1995-07-12,"510 West Homewood Ave.","Brooklyn; NY 11203","(415) 947-3697","nweaver@att.net",2006-05-11 12:34:00,"A"
"C0861","Herminia Nevado Pages",1986-01-10,"9 Nut Swamp Road","Brentwood; NY 11717","(655) 247-5450","odlyzko@icloud.com",2007-07-28 10:06:47,"A"
"C0862","Apolonia Luis-Bernat",1983-04-10,"52 Glenridge Street","New York; NY 10128","(726) 230-1885","jipsen@mac.com",2020-03-19 08:16:46,"B"
"C0863","Lina Porcel Bustamante",1994-06-20,"8788 Birchpond Circle","Brooklyn; NY 11230","(301) 446-4931","bogjobber@outlook.com",2020-08-12 01:41:39,"A"
"C0864","Jose Luis Ferrandiz Cornejo",1985-07-12,"559 Young St.","Auburn; NY 13021","(205) 948-8280","benanov@att.net",2019-09-16 10:16:19,"D"
"C0865","Belen Chaparro",1970-08-29,"114 Carriage Lane","Brooklyn; NY 11216","(216) 341-9188","rnewman@verizon.net",2018-12-02 19:56:00,"A"
"C0866","Poncio Cerdan",1991-11-23,"328 E. Windfall Ave.","Flushing; NY 11355","(922) 668-4401","oracle@hotmail.com",2014-06-18 10:38:13,"C"
"C0867","Andres Domenech Almazan",1976-09-01,"9123 Shub Farm Road","New York; NY 10002","(929) 916-9742","ianbuck@yahoo.com",2013-12-12 16:20:22,"A"
"C0868","Cecilio Apolinar Salas Aleman",1998-12-30,"120 Whitemarsh St.","Yonkers; NY 10701","(294) 465-2217","hampton@hotmail.com",2018-02-03 13:20:55,"E"
"C0869","Otilia Ropero Macias",1978-11-16,"9690 Princess Ave.","Elmont; NY 11003","(358) 731-3798","boomzilla@sbcglobal.net",2021-01-07 18:37:43,"B"
"C0870","Severo de Goni",1984-01-17,"8948 St Louis Ave.","Rome; NY 13440","(352) 604-1886","bulletin@att.net",2021-02-01 05:43:08,"A"
"C0871","Chuy Julian Cabrero",1997-07-24,"748 East Brown St.","New York; NY 10034","(316) 723-5488","animats@msn.com",2021-01-19 09:50:16,"D"
"C0872","Adelia Campo-Bueno",1972-07-06,"679 Oak Meadow Ave.","South Ozone Park; NY 11420","(900) 365-3438","dieman@mac.com",2006-07-11 02:43:09,"E"
"C0873","Anacleto Paniagua-Antunez",1981-04-21,"490 W. Vernon Street","New York; NY 10003","(232) 995-8639","augusto@yahoo.com",2014-02-02 18:03:13,"E"
"C0874","Regulo Larrea Pereira",1997-12-30,"279 Magnolia Avenue","Woodside; NY 11377","(713) 359-4317","dunstan@outlook.com",2019-05-02 07:00:54,"C"
"C0875","Pacifica Guardiola Rosa",1991-09-05,"9589 Thorne Ave.","Brooklyn; NY 11235","(206) 847-8774","mhoffman@sbcglobal.net",2015-09-17 13:25:10,"B"
"C0876","Victorino Aramburu",1973-02-09,"899 Shipley Ave.","Brooklyn; NY 11201","(411) 376-4315","weazelman@gmail.com",2016-07-26 06:55:29,"D"
"C0877","Bibiana Mata Alcolea",1997-06-07,"46 Victoria Court","Bronx; NY 10453","(938) 721-2256","mirod@icloud.com",2009-11-20 01:27:19,"D"
"C0878","Florentina Grande Quintero",1973-01-09,"8664 Oak Valley Drive","Webster; NY 14580","(419) 442-9188","yangyan@msn.com",2017-07-23 08:34:44,"D"
"C0879","Cayetano Coello Fernandez",1986-10-18,"922 West Leeton Ridge St.","Buffalo; NY 14215","(763) 952-1502","benits@optonline.net",2013-07-12 00:43:17,"E"
"C0880","Florinda Gascon Gonzalo",1981-09-11,"7880 Leeton Ridge Avenue","Astoria; NY 11103","(723) 961-1436","oevans@aol.com",2010-10-27 01:00:35,"D"
"C0881","Valeria Rios",1990-08-17,"92 Marvon St.","Troy; NY 12180","(233) 477-9648","sfoskett@yahoo.com",2010-07-01 00:43:15,"A"
"C0882","Blanca Moya Fabregat",1987-12-30,"905 Wrangler Lane","Astoria; NY 11105","(347) 835-6563","catalog@hotmail.com",2012-07-30 07:58:46,"A"
"C0883","Soraya Caceres Marin",1981-09-15,"9096 Clark Lane","Brooklyn; NY 11224","(732) 949-7420","preneel@verizon.net",2016-11-28 22:07:46,"A"
"C0884","Rufina Rossello Sales",1993-06-11,"9783 Poplar Street","Buffalo; NY 14224","(334) 788-2547","drezet@msn.com",2016-09-19 03:24:09,"D"
"C0885","Abril Almazan Gargallo",1975-04-20,"744 Coffee Ave.","Jamaica; NY 11435","(355) 952-4381","symbolic@mac.com",2009-02-28 19:02:23,"C"
"C0886","Sandalio Pinto Alcazar",1984-03-14,"10 Rockwell Road","Ithaca; NY 14850","(875) 650-4506","melnik@mac.com",2021-01-06 16:31:24,"C"
"C0887","Urbano Rossello Llabres",1970-03-03,"395 W. Coffee St.","Brooklyn; NY 11236","(650) 311-4823","vertigo@optonline.net",2016-06-26 00:04:53,"A"
"C0888","Aurelio Ferreras Granados",1995-01-02,"499 Second Dr.","Bronx; NY 10456","(944) 439-2624","odlyzko@outlook.com",2008-09-27 18:49:44,"A"
"C0889","Aroa Pujol Belmonte",1982-01-05,"56 Nut Swamp Circle","Brooklyn; NY 11221","(283) 827-0141","nachbaur@yahoo.com",2014-05-22 04:35:08,"E"
"C0890","Calista de Abril",1993-09-28,"943 Holly Ave.","Bronx; NY 10451","(975) 594-0844","cumarana@att.net",2020-01-20 02:36:35,"D"
"C0891","Teofilo Contreras Tellez",1992-01-29,"9752 Blackburn Dr.","Brooklyn; NY 11214","(990) 738-6040","donev@outlook.com",2016-02-16 17:24:24,"C"
"C0892","Milagros Cabanas",1972-08-07,"8821 Rockville Lane","Newburgh; NY 12550","(770) 545-8863","hutton@me.com",2006-08-26 23:56:50,"C"
"C0893","Gonzalo Sans Miro",1980-05-08,"6 Newport Court","Brooklyn; NY 11235","(334) 305-7194","corrada@mac.com",2014-03-20 20:24:37,"D"
"C0894","Sofia Bou Zamorano",1998-06-03,"309 South Hill Field St.","Massapequa; NY 11758","(602) 467-4837","chinthaka@aol.com",2012-02-21 21:40:16,"B"
"C0895","Leandro Gabino Cruz Izaguirre",1980-07-16,"7363 St Louis Street","Jamestown; NY 14701","(939) 500-3265","cgreuter@yahoo.com",2007-04-10 15:04:38,"D"
"C0896","Angelina Royo Canals",1999-09-11,"8877 Selby Rd.","Fairport; NY 14450","(987) 536-2384","ateniese@hotmail.com",2008-11-18 09:50:14,"C"
"C0897","Pio Fonseca-Granados",1983-03-15,"35 Airport Street","Bronx; NY 10465","(730) 738-3338","mcmillan@optonline.net",2006-06-16 18:00:39,"C"
"C0898","Luis Miguel Cuadrado Gual",1984-04-15,"858 Primrose Lane","Brooklyn; NY 11234","(330) 201-7051","gilmoure@yahoo.ca",2010-12-19 15:11:34,"C"
"C0899","Blanca Lucas Cortes",1978-02-12,"824 Woodside Avenue","West Babylon; NY 11704","(932) 338-3282","mbrown@live.com",2010-12-06 09:19:02,"A"
"C0900","Jose Luis Arevalo",1992-09-25,"917 NW. Leatherwood Court","Bronx; NY 10461","(878) 237-0878","qmacro@verizon.net",2011-01-20 14:13:52,"D"
"C0901","Leonel Sierra Fajardo",1970-12-12,"21 Creek Drive","Bronx; NY 10467","(403) 429-9891","staikos@gmail.com",2019-12-19 17:19:32,"E"
"C0902","Calixto Palacio Casas",1978-04-29,"39 Goldfield Rd.","South Ozone Park; NY 11420","(705) 444-0556","knorr@comcast.net",2019-10-14 13:37:57,"E"
"C0903","Eugenio Pla Alegre",1974-02-11,"972 Stillwater St.","Brooklyn; NY 11220","(879) 591-2306","gavinls@verizon.net",2015-08-08 16:35:13,"E"
"C0904","Daniela Arana",1996-08-12,"86 Logan Dr.","Rego Park; NY 11374","(467) 399-9709","scarolan@aol.com",2008-04-02 12:13:17,"A"
"C0905","Amancio Casares Francisco",1976-04-11,"88 Maple Circle","Tonawanda; NY 14150","(744) 598-1150","hutton@comcast.net",2005-12-06 08:49:56,"B"
"C0906","Leopoldo Lamas Vilaplana",1989-11-25,"31 Studebaker St.","East Elmhurst; NY 11370","(857) 769-7335","pizza@gmail.com",2015-06-09 06:58:11,"A"
"C0907","Pascual del Haro",1996-05-28,"34 E. Lafayette Court","Jamaica; NY 11434","(894) 916-8764","mobileip@yahoo.ca",2016-03-24 17:08:12,"A"
"C0908","Dionisia Llamas",1998-01-16,"2 Ridgeview Dr.","Middletown; NY 10940","(546) 437-8882","horrocks@yahoo.com",2005-06-15 11:43:44,"E"
"C0909","Amada Falco Llabres",1987-02-25,"75 Jefferson Lane","Poughkeepsie; NY 12603","(928) 743-6374","sarahs@aol.com",2021-02-20 02:46:38,"B"
"C0910","oscar Enriquez Acedo",1988-08-31,"5 Circle Dr.","Huntington Station; NY 11746","(751) 725-0334","fluffy@aol.com",2008-05-26 01:17:56,"E"
"C0911","Cecilio Bastida Segui",1971-11-21,"612 Silver Spear Dr.","Brooklyn; NY 11204","(453) 596-2200","jeffcovey@optonline.net",2007-05-05 18:28:55,"C"
"C0912","Leocadia Aznar Revilla",1989-05-04,"8627 Bayberry Street","New York; NY 10028","(623) 788-7862","naoya@outlook.com",2020-04-13 15:39:38,"A"
"C0913","Anabel Iniesta Hierro",1987-06-04,"4 Bank Dr.","Bronx; NY 10466","(920) 438-1880","staikos@optonline.net",2019-11-08 09:26:56,"C"
"C0914","Lilia Narvaez Batalla",1982-05-09,"8579 Greenview St.","Jackson Heights; NY 11372","(752) 297-5212","mrobshaw@me.com",2017-07-09 13:14:48,"C"
"C0915","Adriana Egea Luis",1998-01-30,"8483 Sugar Ave.","Bronx; NY 10453","(693) 681-7202","ajlitt@outlook.com",2021-04-13 20:03:00,"B"
"C0916","Pepita del Gallart",1970-01-04,"8995 Rockledge Street","Westbury; NY 11590","(455) 437-3253","dawnsong@icloud.com",2010-12-15 00:29:22,"C"
"C0917","Luis angel Tellez Conde",1971-03-03,"9834 Pennington Ave.","Bronx; NY 10460","(212) 757-8062","mirod@aol.com",2015-02-24 20:17:45,"A"
"C0918","Angelina Sanmiguel Gallo",2000-02-25,"14 Charles Ave.","Buffalo; NY 14215","(904) 210-8504","uraeus@aol.com",2006-03-09 15:15:23,"B"
"C0919","Catalina Sole Porras",1971-08-21,"178 Oakland Lane","Rome; NY 13440","(203) 626-2113","treeves@comcast.net",2010-09-17 12:46:23,"B"
"C0920","Manuela Benavides Galvez",1993-05-02,"7690 Glenridge Street","New York; NY 10032","(671) 220-0042","gknauss@outlook.com",2018-02-07 11:08:15,"A"
"C0921","Teresa Lastra Serra",1987-09-22,"9105 E. Bayberry Avenue","Flushing; NY 11355","(547) 966-8598","duncand@mac.com",2005-04-14 21:29:10,"B"
"C0922","Marianela Jover Carballo",1995-08-19,"8489 Colonial St.","Rochester; NY 14609","(623) 913-9558","marioph@mac.com",2006-02-05 14:39:00,"A"
"C0923","Ainara Zaragoza Crespi",1977-06-08,"7266 Shady Drive","Hamburg; NY 14075","(715) 291-1286","unreal@aol.com",2019-06-15 00:44:16,"C"
"C0924","Claudio Porfirio Francisco Muniz",1979-06-30,"493 Summer Avenue","Forest Hills; NY 11375","(354) 237-3268","mdielmann@yahoo.ca",2019-11-17 09:37:45,"A"
"C0925","Andres Felipe Cuevas",1987-10-16,"254 Kingston Street","Brooklyn; NY 11238","(269) 935-1685","kuparine@msn.com",2015-07-23 18:00:07,"B"
"C0926","Encarnacion Fiol Domingo",1999-06-28,"37 Garfield Dr.","Brooklyn; NY 11213","(646) 203-3225","pfitza@live.com",2007-08-17 15:06:39,"C"
"C0927","Fatima de Cisneros",1989-10-02,"92 Peg Shop Rd.","New York; NY 10002","(806) 938-4587","comdig@yahoo.ca",2005-04-01 21:14:45,"D"
"C0928","Maximino Vigil Morante",1995-06-05,"457 Orange Street","Elmont; NY 11003","(633) 955-6590","sfoskett@verizon.net",2008-01-01 11:31:05,"B"
"C0929","Maria Luisa Antunez Giron",1989-11-23,"62 Swanson Dr.","Brooklyn; NY 11211","(987) 947-7889","techie@gmail.com",2006-02-03 20:20:07,"D"
"C0930","Beatriz Bello Godoy",1974-03-01,"269 Hartford St.","Bronx; NY 10468","(946) 604-6365","kjetilk@live.com",2011-12-31 12:40:32,"D"
"C0931","Eloisa Rosalina Pont Madrigal",1980-03-07,"15 East Richardson Drive","Astoria; NY 11106","(696) 763-2316","kourai@me.com",2014-11-11 03:34:51,"D"
"C0932","Iban Rios Calvet",1976-09-08,"859 Foxrun Ave.","Astoria; NY 11103","(461) 831-9487","kempsonc@aol.com",2015-02-24 21:00:48,"E"
"C0933","Rufino Mascaro-Borrell",1994-09-11,"6 Monroe Ave.","Lindenhurst; NY 11757","(695) 531-1875","joglo@optonline.net",2006-09-08 23:22:56,"A"
"C0934","Felix Paredes Mulet",1970-10-19,"7465 Rosewood Road","Brooklyn; NY 11206","(936) 854-3061","pakaste@msn.com",2010-04-12 20:05:37,"E"
"C0935","Lucho Aznar",1972-01-13,"85 Brewery Lane","Staten Island; NY 10312","(691) 840-0840","facet@gmail.com",2010-10-31 10:52:02,"E"
"C0936","Encarnacion del Aguilo",1977-06-07,"8987 Tunnel Court","Jamaica; NY 11432","(810) 733-6823","lstaf@me.com",2015-11-02 07:09:18,"E"
"C0937","Juan Bautista de Campos",1988-07-29,"618 North Park Drive","New York; NY 10027","(392) 721-3723","vganesh@hotmail.com",2012-03-31 07:09:07,"A"
"C0938","Leonor Ugarte Salas",1972-07-13,"749 Honey Creek St.","Bronx; NY 10458","(244) 975-9008","seebs@gmail.com",2018-08-30 15:31:11,"D"
"C0939","Hermenegildo de Tolosa",1999-04-24,"401 Arcadia St.","Freeport; NY 11520","(574) 310-1480","baveja@msn.com",2010-08-12 19:21:36,"E"
"C0940","Lisandro Benavides Barba",1982-01-30,"61 Aspen Street","New York; NY 10031","(562) 687-6697","jdhedden@me.com",2007-07-02 20:19:31,"B"
"C0941","Zacarias Milla Fernandez",1980-03-24,"8842 Albany Dr.","Brooklyn; NY 11207","(362) 958-3945","nimaclea@mac.com",2006-08-09 15:33:20,"B"
"C0942","Leyre Ponce-Quintana",1989-03-23,"7761 Glenridge St.","Troy; NY 12180","(425) 692-2477","wikinerd@msn.com",2012-01-01 09:13:30,"E"
"C0943","Palmira Moreno Manzanares",1973-04-20,"7542 Logan Ave.","Brooklyn; NY 11219","(844) 204-7819","suresh@sbcglobal.net",2008-04-10 13:00:56,"C"
"C0944","Amancio Bermudez Flor",1979-10-23,"906 North Marshall Drive","Far Rockaway; NY 11691","(707) 398-6865","mhassel@outlook.com",2014-10-30 04:30:49,"A"
"C0945","Baltasar Tellez Vargas",1985-01-08,"566 Old Windsor Street","Staten Island; NY 10314","(469) 519-2773","mcsporran@hotmail.com",2014-10-14 06:58:44,"E"
"C0946","Maria Fernanda Delia Rovira Taboada",1974-07-26,"363 Carson Lane","Bronx; NY 10462","(592) 732-7144","lcheng@outlook.com",2014-09-21 11:35:53,"C"
"C0947","Hector Galvan",1983-01-29,"8046 Clay Street","Bronx; NY 10473","(602) 356-3808","weidai@att.net",2012-06-03 06:37:34,"E"
"C0948","Matias Rincon-Roldan",1995-10-17,"36 South Lake Forest Lane","New York; NY 10128","(640) 568-0785","jpflip@hotmail.com",2011-04-24 09:06:08,"C"
"C0949","Benigno Folch Villaverde",1988-04-17,"437 Jockey Hollow Dr.","Patchogue; NY 11772","(400) 512-4755","samavati@me.com",2014-04-20 02:34:33,"D"
"C0950","Ariel Bejarano Gimenez",1990-11-10,"135 Airport Ave.","Staten Island; NY 10306","(415) 935-8378","smpeters@gmail.com",2018-01-30 10:26:29,"A"
"C0951","Roman Villa Marques",1993-12-24,"8857 Gonzales Street","Brooklyn; NY 11210","(664) 297-3908","cosimo@live.com",2012-06-28 06:30:05,"E"
"C0952","Dimas Ibarra Dominguez",1991-02-24,"9538 South Wall St.","Brooklyn; NY 11230","(843) 208-4225","bdbrown@yahoo.ca",2008-06-03 10:14:09,"D"
"C0953","inigo Pavon Pol",1999-11-08,"8478 Vernon Lane","Brooklyn; NY 11209","(336) 204-3889","psharpe@me.com",2009-09-05 14:07:03,"A"
"C0954","Fernanda Olive Garmendia",1973-07-18,"7133 E. West St.","New York; NY 10040","(911) 488-1913","moxfulder@sbcglobal.net",2019-01-17 20:28:12,"B"
"C0955","Norberto Chucho Raya Saldana",1999-02-19,"26 Sycamore Street","Lockport; NY 14094","(535) 815-9607","tattooman@comcast.net",2009-06-02 10:29:52,"A"
"C0956","Clementina Salcedo Valenzuela",1981-03-22,"746 Marsh Ave.","Flushing; NY 11354","(295) 730-6919","scottzed@live.com",2007-12-30 21:22:32,"B"
"C0957","Brunilda Paredes Vilar",1977-01-07,"53 Cedarwood St.","Poughkeepsie; NY 12601","(743) 483-8112","hampton@me.com",2006-11-28 11:38:45,"B"
"C0958","Ester Gras Talavera",1981-03-13,"86 N. Poor House Ave.","Webster; NY 14580","(831) 249-5449","clkao@yahoo.com",2016-10-26 02:23:57,"C"
"C0959","Jonatan del Guzman",1970-01-01,"7017 Walt Whitman Street","Bronx; NY 10469","(960) 905-6170","amaranth@mac.com",2019-12-15 18:24:55,"C"
"C0960","Susanita Polo Pons",1999-03-27,"7952 Durham St.","Brooklyn; NY 11237","(214) 703-7189","pemungkah@verizon.net",2006-06-25 15:27:29,"A"
"C0961","Emiliano Galvan Madrigal",1981-05-30,"7788 S. Princeton Court","Brooklyn; NY 11228","(944) 933-0069","joehall@gmail.com",2006-12-21 08:48:34,"C"
"C0962","Palmira Tellez Rosales",1972-04-11,"7707 Beech Ave.","Brooklyn; NY 11225","(429) 932-6260","dexter@yahoo.ca",2017-10-11 23:01:12,"B"
"C0963","Gracia Jose Puente Belmonte",1977-06-15,"9307 Riverside Dr.","Hempstead; NY 11550","(922) 644-8881","mbswan@optonline.net",2008-10-13 03:01:18,"C"
"C0964","Ariel Alejo Blazquez Castells",1973-10-27,"954 S. Nichols Rd.","New York; NY 10023","(405) 986-6020","ntegrity@hotmail.com",2020-09-27 15:00:16,"D"
"C0965","Juan Antonio Solana-Torrijos",1992-10-02,"584 Pumpkin Hill Dr.","Buffalo; NY 14221","(890) 409-6135","kawasaki@att.net",2008-12-11 06:06:01,"E"
"C0966","Guiomar Jauregui Ochoa",1993-11-24,"9799 E. Pumpkin Hill Lane","Brooklyn; NY 11203","(252) 913-1668","library@yahoo.com",2018-04-07 16:31:47,"E"
"C0967","Mayte Luz Bolanos",1975-03-27,"60 Thatcher Court","New York; NY 10003","(622) 688-5821","kramulous@yahoo.ca",2013-06-03 06:10:52,"C"
"C0968","Florencio Lopez Diez",1985-07-14,"8606 Edgewood Lane","New York; NY 10033","(255) 804-7439","neonatus@comcast.net",2006-02-12 05:01:29,"D"
"C0969","Pepito Sedano Pou",1995-04-24,"8408 Broad Ave.","Brooklyn; NY 11218","(815) 908-2066","jpflip@aol.com",2013-07-28 15:00:56,"A"
"C0970","Aitana Gelabert Guardiola",1977-03-10,"417 Nut Swamp Lane","New York; NY 10009","(601) 823-1097","jnolan@att.net",2005-05-29 20:46:53,"B"
"C0971","Luis Pellicer Fabregas",1975-04-04,"638 Jennings Street","Huntington; NY 11743","(297) 326-4044","snunez@optonline.net",2018-08-26 23:03:17,"B"
"C0972","Herminio Pereira Redondo",1978-07-04,"307 Fairview Avenue","Bronx; NY 10452","(952) 610-9397","sarahs@mac.com",2009-04-09 02:58:10,"B"
"C0973","Primitiva Quintero Sacristan",1980-05-19,"9182 Market St.","New York; NY 10011","(773) 942-8792","mosses@yahoo.ca",2018-07-13 00:46:43,"D"
"C0974","Evangelina Esparza Mariscal",1970-11-09,"55 Lake Forest Drive","Bronx; NY 10457","(516) 557-3412","parkes@att.net",2016-02-25 14:37:09,"B"
"C0975","Celia Aguilo Duran",1986-08-12,"1 Plymouth St.","New York; NY 10025","(921) 425-7436","rgiersig@outlook.com",2017-01-27 23:52:51,"E"
"C0976","Olivia del Grau",1992-09-27,"8279 Main Street","North Tonawanda; NY 14120","(689) 655-6058","kevinm@me.com",2015-10-14 20:38:00,"B"
"C0977","Juan Bautista Valderrama Mendez",1971-05-23,"918 Fordham St.","Fresh Meadows; NY 11365","(671) 524-5360","notaprguy@outlook.com",2012-02-29 02:54:41,"A"
"C0978","Carina Canete Alcolea",1986-09-23,"508 Cypress St.","Levittown; NY 11756","(910) 903-9965","johnh@gmail.com",2018-01-14 16:54:51,"C"
"C0979","Ambrosio Calatayud Revilla",1999-11-26,"24 Railroad Court","Brooklyn; NY 11212","(904) 731-9687","erynf@mac.com",2018-11-06 10:29:10,"E"
"C0980","Ildefonso de Fajardo",1974-09-16,"634 Rockaway St.","New York; NY 10029","(455) 701-2540","jginspace@optonline.net",2007-10-30 01:02:32,"D"
"C0981","Edelmira Baeza-Rodriguez",1993-09-01,"957 South Arcadia Street","New York; NY 10024","(864) 567-3221","terjesa@att.net",2018-12-06 17:24:39,"B"
"C0982","Socorro Castro Agusti",1972-08-19,"750 Vernon Ave.","Brooklyn; NY 11208","(241) 803-9393","hermes@optonline.net",2013-01-10 07:24:28,"A"
"C0983","Calixto avila Pintor",1983-05-10,"35 Miller St.","Brooklyn; NY 11229","(237) 839-2784","hutton@me.com",2010-12-24 00:14:23,"A"
"C0984","Severiano de Moran",1995-01-31,"7545 Yukon Street","Brooklyn; NY 11216","(362) 504-0521","jguyer@icloud.com",2018-11-26 20:53:53,"B"
"C0985","Olimpia Valls Calvet",1989-09-23,"75 Victoria St.","Brentwood; NY 11717","(205) 311-7938","iamcal@me.com",2015-04-27 20:04:08,"A"
"C0986","Vito del Lara",1976-11-02,"7654 Creek St.","Bronx; NY 10472","(459) 473-8039","wkrebs@icloud.com",2018-06-05 08:38:35,"E"
"C0987","Teodosio Arteaga Nicolau",1970-03-25,"829 Devonshire Street","Brooklyn; NY 11215","(956) 901-0189","msherr@mac.com",2021-01-02 17:48:07,"B"
"C0988","Juan Luis Amoros Calvet",1985-04-03,"48 North Arch St.","South Richmond Hill; NY 11419","(289) 371-6935","evans@hotmail.com",2006-02-03 04:33:00,"C"
"C0989","Olivia del Marti",1972-02-01,"818 North Ridge St.","Woodside; NY 11377","(534) 741-5424","dgriffith@sbcglobal.net",2010-10-17 06:30:01,"B"
"C0990","Nicanor Pena Tudela",1977-08-05,"7 Hill Field St.","Bay Shore; NY 11706","(562) 803-1918","sakusha@me.com",2005-04-21 01:05:46,"D"
"C0991","Elena Torre Blazquez",1974-01-13,"13 4th Rd.","Endicott; NY 13760","(703) 578-2309","starstuff@live.com",2011-10-04 06:32:45,"B"
"C0992","Adriana Zabala",1987-11-11,"308 Elmwood Ave.","Brooklyn; NY 11233","(394) 282-3814","zeller@yahoo.com",2016-06-14 11:41:48,"B"
"C0993","Yesica Carnero",1979-03-29,"37 Sunbeam Lane","Brooklyn; NY 11223","(733) 346-2538","parasite@comcast.net",2006-11-28 10:08:14,"D"
"C0994","Luis Miguel Gutierrez Llabres",1972-08-29,"679 Philmont St.","Brooklyn; NY 11201","(350) 800-2197","sherzodr@aol.com",2013-08-30 15:26:09,"D"
"C0995","Josue Salom Gonzalez",1978-10-09,"324 Augusta St.","Auburn; NY 13021","(853) 698-8173","ajohnson@comcast.net",2010-04-04 21:07:10,"B"
"C0996","Montserrat Tome",1986-05-22,"7606 Alderwood Rd.","New York; NY 10016","(946) 694-2288","hmbrand@optonline.net",2008-02-15 22:07:28,"D"
"C0997","Berta Izaguirre-Coll",1987-01-20,"8672 S. Mechanic Dr.","Bronx; NY 10463","(718) 641-6619","clkao@optonline.net",2016-02-01 21:30:10,"A"
"C0998","Asuncion Arnaiz Castellanos",1998-09-03,"20 Marvon Rd.","Spring Valley; NY 10977","(352) 826-4955","kingma@mac.com",2016-05-12 16:39:32,"D"
"C0999","Nilo Porras Casas",1976-12-05,"116 Division Lane","New York; NY 10034","(473) 640-7258","mahbub@mac.com",2018-08-10 02:07:05,"A"
